school_id,school_name,school_address,school_city,school_state,school_type,number_of_students,work_and_study,average_age,grade_retention,ethnicity_hispanic,ethnicity_gmayan,%_studying_accounting,%_studying_secretary,%_studying_teaching_edu,%_studying_university_prep,Linguistics_2017,Linguistics_2018,Linguistics_2019,Mathematics_2017,Mathematics_2018,Mathematics_2019
00-01-0643-46,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,Zona 1,Ciudad Capital,Privado,41,17.07,18.17,19.51,70.73,24.39,41,,,,N/D,27.78,43.90,N/D,5.56,4.88
00-01-0644-46,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,Zona 1,Ciudad Capital,Privado,30,70.00,19.77,40.00,63.33,33.33,8,5,,17,N/D,16.67,23.33,N/D,0.00,0.00
00-01-0645-46,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,Zona 1,Ciudad Capital,Privado,10,88.89,22.90,50.00,80.00,20.00,,,,10,N/D,37.50,40.00,N/D,0.00,0.00
00-01-0646-46,LICEO TECNOL�GICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,Zona 1,Ciudad Capital,Privado,8,0.00,17.88,0.00,75.00,25.00,8,,,,N/D,41.67,37.50,N/D,0.00,0.00
00-01-0647-46,"COLEGIO TECNOL�GICO CENTRO CULTURAL DE LAS AM�RICAS, NO. 1",11 CALLE 3-59,Zona 1,Ciudad Capital,Privado,49,16.33,17.08,10.20,85.71,12.24,,,,49,N/D,N/D,51.02,N/D,N/D,6.12
00-01-0658-46,CENTRO DE EDUCACI�N EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,Zona 1,Ciudad Capital,Privado,7,42.86,18.14,14.29,85.71,14.29,,,,7,N/D,N/D,71.43,N/D,N/D,14.29
00-01-0659-46,CENTRO DE EDUCACI�N EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,Zona 1,Ciudad Capital,Privado,47,56.52,22.38,40.43,78.72,17.02,,,,47,N/D,18.37,25.53,N/D,0.00,0.00
00-01-0664-46,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,Zona 1,Ciudad Capital,Privado,27,11.11,17.89,11.11,100.00,0.00,8,2,,17,N/D,N/D,51.85,N/D,N/D,3.70
00-01-0666-46,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,Zona 1,Ciudad Capital,Privado,20,85.00,25.10,40.00,90.00,10.00,,,,20,N/D,N/D,40.00,N/D,N/D,0.00
00-01-0667-46,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,Zona 1,Ciudad Capital,Privado,27,70.37,19.78,37.04,85.19,14.81,2,4,,21,N/D,N/D,25.93,N/D,N/D,0.00
00-01-2385-46,"INSTITUTO ""GUILLERMO PUTZEYS ALVAREZ""",11 CALLE 3-59,Zona 1,Ciudad Capital,Privado,1523,75.72,22.90,45.70,71.96,22.13,,,,1523,10.28,12.80,13.46,0.56,0.99,0.92
00-01-2461-46,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3-59,Zona 1,Ciudad Capital,Privado,38,2.63,17.05,10.53,89.47,10.53,,,,38,75.00,80.43,84.21,40.62,58.70,57.89
00-01-2466-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A.AVENIDA 18-23,Zona 1,Ciudad Capital,Privado,103,22.22,17.78,16.50,95.15,3.88,20,10,,73,22.73,17.53,48.54,11.36,18.56,51.46
00-01-2469-46,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,10A. AVENIDA 9-42,Zona 1,Ciudad Capital,Oficial,382,11.67,18.14,8.38,93.98,5.24,382,,,,53.25,65.89,55.76,19.20,29.46,15.97
00-01-2472-46,"INSTITUTO DE EDUCACI�N B�SICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""DR. JUAN JOSE AREVALO BERMEJO""",8A. AVENIDA 9-60,Zona 1,Ciudad Capital,Privado,16,50.00,24.12,43.75,75.00,25.00,,,,16,4.89,11.43,37.50,0.89,0.00,6.25
00-01-2871-46,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL,6A. CALLE 0-25,Zona 1,Ciudad Capital,Privado,5,20.00,22.80,20.00,100.00,0.00,4,,,1,0.00,22.22,20.00,0.00,11.11,0.00
00-01-2872-46,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL (POR MADUREZ),6A. CALLE 0-25,Zona 1,Ciudad Capital,Privado,4,75.00,29.25,0.00,100.00,0.00,,,,4,25.00,0.00,25.00,0.00,0.00,0.00
00-01-2906-46,INSTITUTO DE DIVERSIFICADO LICEO CRISTIANO CANTARES,12 AV. C 30-3,Zona 1,Ciudad Capital,Privado,7,14.29,19.29,14.29,100.00,0.00,2,1,,4,36.36,42.11,28.57,18.18,5.26,0.00
00-01-2907-46,CENTRO DE ESTUDIOS DIVERSIFICADOS DR. ALEJANDRO FLEMING,16 AVENIDA A 3-54,Zona 1,Ciudad Capital,Privado,23,8.70,16.87,4.35,95.65,4.35,,,,23,46.34,61.54,73.91,14.63,15.38,21.74
00-01-2908-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,10A. CALLE 3-15,Zona 1,Ciudad Capital,Privado,110,72.73,22.00,50.00,38.18,58.18,,,,110,5.45,6.38,7.27,0.00,0.00,0.91
00-01-2958-46,COLEGIO SANTA INFANCIA,9A. AVENIDA 4-29,Zona 1,Ciudad Capital,Privado,2,0.00,17.50,0.00,100.00,0.00,,,,2,100.00,0.00,50.00,0.00,0.00,0.00
00-01-3042-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,9A CALLE 0-44,Zona 1,Ciudad Capital,Privado,17,35.29,18.47,11.76,76.47,23.53,11,,,6,36.00,52.94,35.29,0.00,0.00,5.88
00-01-4338-46,LICEO GUATEMALTECO DE COMPUTACION,4A. AVENIDA 15-57,Zona 1,Ciudad Capital,Privado,3,0.00,16.67,0.00,100.00,0.00,,,,3,28.57,53.85,0.00,0.00,7.69,0.00
00-01-4339-46,LICEO GUATEMALTECO DE COMPUTACION,4A. AVENIDA 15-57,Zona 1,Ciudad Capital,Privado,44,18.60,18.02,22.73,79.55,15.91,9,1,,34,25.00,46.67,34.09,1.79,11.11,9.09
00-01-4396-46,LICEO GUATEMALTECO DE COMPUTACION,4A. AVENIDA 15-57,Zona 1,Ciudad Capital,Privado,32,65.62,21.81,15.63,56.25,34.38,16,5,,11,15.91,13.04,25.00,0.00,0.00,3.12
00-01-4403-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,9A. CALLE 0-44,Zona 1,Ciudad Capital,Privado,131,74.22,20.56,35.11,59.54,37.40,41,17,,73,4.55,11.52,11.45,0.65,1.21,3.05
00-01-4735-46,COLEGIO MIXTO SANTA INFANCIA,9A. AVENIDA 4-29,Zona 1,Ciudad Capital,Privado,3,0.00,21.33,33.33,100.00,0.00,,,3,,28.57,50.00,0.00,0.00,0.00,0.00
00-01-6978-46,INSTITUTO MIXTO MIGUEL DE CERVANTES,2A. CALLE 9-81,Zona 1,Ciudad Capital,Privado,108,71.43,23.19,46.30,88.89,8.33,,,,108,15.85,22.38,28.70,1.22,1.40,0.93
00-01-6988-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A AVENIDA 18-23,Zona 1,Ciudad Capital,Privado,66,76.92,25.00,43.94,78.79,21.21,,,,66,20.65,25.64,27.27,9.78,12.82,12.12
00-01-6999-46,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AV. 12-23,Zona 1,Ciudad Capital,Privado,141,9.29,17.48,17.73,85.11,13.48,24,29,,88,46.67,37.00,44.68,3.70,7.00,5.67
00-01-7009-46,LICEO MIXTO EN COMPUTACION IXCHEL,5AV. 3-79,Zona 1,Ciudad Capital,Privado,67,13.85,17.87,20.90,89.55,8.96,42,2,,23,45.24,45.45,58.21,9.52,6.06,11.94
00-01-7052-46,INSTITUTO FEDERICO CROWE,4 AVENIDA 9-66,Zona 1,Ciudad Capital,Privado,9,0.00,17.00,11.11,66.67,33.33,,,,9,57.89,63.64,77.78,5.26,27.27,0.00
00-01-7080-46,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9-60,Zona 1,Ciudad Capital,Privado,55,7.55,17.71,14.55,87.27,7.27,34,,,21,53.66,30.00,40.00,12.20,2.00,7.27
00-01-7086-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S. A.,5A CALLE 10-22,Zona 1,Ciudad Capital,Privado,27,18.52,17.30,18.52,92.59,3.70,7,,,20,23.53,46.67,44.44,0.00,10.00,18.52
00-01-7102-46,INSTITUTO FEDERICO CROWE,4A. AV. 9-66,Zona 1,Ciudad Capital,Privado,13,83.33,26.08,38.46,84.62,7.69,,,,13,30.00,26.32,46.15,0.00,5.26,15.38
00-01-7148-46,COLEGIO MIXTO CRISTIANO GUATEMALTECO,13 CALLE 2-30,Zona 1,Ciudad Capital,Privado,18,0.00,17.33,5.56,94.44,0.00,6,2,,10,50.00,51.72,72.22,22.22,24.14,50.00
00-01-7154-46,COLEGIO PRACTICO SECRETARIAL,4A. CALLE 0-35,Zona 1,Ciudad Capital,Privado,38,18.92,19.53,60.53,2.63,97.37,21,,,17,2.56,9.09,0.00,2.56,1.30,0.00
00-01-7160-46,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69,Zona 1,Ciudad Capital,Privado,16,37.50,18.50,6.25,100.00,0.00,16,,,,0.00,46.67,31.25,0.00,20.00,6.25
00-01-7161-46,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69,Zona 1,Ciudad Capital,Privado,44,48.84,17.95,22.73,90.91,6.82,17,4,,23,43.59,27.66,43.18,5.13,4.26,15.91
00-01-7163-46,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,2A. AV. 10-69,Zona 1,Ciudad Capital,Privado,13,76.92,21.77,61.54,53.85,46.15,,,,13,26.32,17.65,23.08,5.26,11.76,0.00
00-01-7218-46,LICEO TECNICO COMERCIAL,4TA. AV. 5-26,Zona 1,Ciudad Capital,Privado,53,13.21,17.23,7.55,81.13,16.98,,,,53,40.54,50.75,64.15,4.05,4.48,16.98
00-01-7256-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,Zona 1,Ciudad Capital,Privado,118,77.78,21.01,42.37,71.19,25.42,66,52,,,14.81,16.98,14.41,24.07,8.49,5.08
00-01-7262-46,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,8A.CALLE 2-29,Zona 1,Ciudad Capital,Privado,9,0.00,17.44,0.00,100.00,0.00,6,3,,,N/D,N/D,33.33,N/D,N/D,0.00
00-01-7314-46,CENTRO DE FORMACION PREUNIVERSITARIA DR. REICHMANN,5AV. 2-43,Zona 1,Ciudad Capital,Privado,56,7.14,16.64,5.36,94.64,5.36,,,,56,72.31,60.38,69.64,32.31,24.53,17.86
00-01-7321-46,LICEO TECNICO CIENCIA Y DESARROLLO,10.CALLE 3-15,Zona 1,Ciudad Capital,Privado,35,62.86,18.91,22.86,65.71,25.71,20,,3,12,20.69,20.59,45.71,6.90,5.88,0.00
00-01-7324-46,LICEO CRISTIANO CANTARES,12 AVE. 3-03,Zona 1,Ciudad Capital,Privado,1,100.00,31.00,0.00,0.00,100.00,,,,1,0.00,66.67,0.00,0.00,0.00,0.00
00-01-7329-46,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,2A. CALLE 10-77,Zona 1,Ciudad Capital,Privado,18,76.47,27.89,22.22,88.89,11.11,,,,18,27.27,9.09,16.67,0.00,9.09,0.00
00-01-7361-46,INSTITUTO NORMAL PARA SE�ORITAS CENTRO AMERICA (I.N.C.A.),1A. CALLE C 2-29,Zona 1,Ciudad Capital,Oficial,51,0.00,18.37,13.73,94.12,5.88,,,,51,31.37,52.78,35.29,3.92,8.33,1.96
00-01-7376-46,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,2A. CALLE 10-77,Zona 1,Ciudad Capital,Privado,11,27.27,17.27,9.09,81.82,18.18,2,2,,7,46.15,30.00,18.18,0.00,15.00,0.00
00-01-7573-46,ESCUELA NACIONAL DE FORMACION SECRETARIAL NO. 2,3A. CALLE 1-33,Zona 1,Ciudad Capital,Oficial,64,16.39,18.11,12.50,93.75,6.25,,64,,,32.14,32.88,28.12,5.36,1.37,4.69
00-01-7588-46,COLEGIO DE COMPUTACION ELECTRONICA Y ELECTRICIDAD,15 CALLE A 12-37,Zona 1,Ciudad Capital,Privado,7,16.67,18.86,57.14,100.00,0.00,6,,,1,46.67,54.55,42.86,20.00,0.00,14.29
00-01-7597-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.,5A. CALLE 10-22,Zona 1,Ciudad Capital,Privado,8,37.50,18.88,25.00,62.50,12.50,,,,8,42.86,21.43,37.50,14.29,0.00,0.00
00-01-7644-46,LICEO MIXTO EN COMPUTACION IXCHEL,5AV. 3-79,Zona 1,Ciudad Capital,Privado,19,73.68,20.47,36.84,68.42,26.32,6,4,,9,14.81,9.68,36.84,3.70,0.00,5.26
00-01-7654-46,"COLEGIO MIXTO ""INDO LATINO""",4AV. 13-35,Zona 1,Ciudad Capital,Privado,29,75.86,20.59,37.93,89.66,10.34,5,,,24,5.77,9.62,27.59,1.92,0.00,0.00
00-01-7655-46,"COLEGIO MIXTO ""INDO LATINO""",4AV. 13-35,Zona 1,Ciudad Capital,Privado,54,81.48,23.46,46.30,77.78,14.81,,,,54,23.91,19.51,29.63,4.35,0.00,1.85
00-01-7667-46,LICEO CLASICO EN COMPUTACION,4A. CALLE 5-52,Zona 1,Ciudad Capital,Privado,135,8.27,17.42,11.11,93.33,5.93,40,17,,78,67.92,61.31,65.93,18.87,21.17,20.74
00-01-7706-46,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,3A. CALLE 3-59,Zona 1,Ciudad Capital,Privado,15,26.67,18.20,6.67,73.33,0.00,5,4,,6,37.04,41.67,13.33,0.00,0.00,0.00
00-01-7710-46,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,3A. CALLE 3-59,Zona 1,Ciudad Capital,Privado,30,75.00,22.47,50.00,80.00,16.67,,,,30,13.64,34.38,30.00,0.00,3.12,3.33
00-01-7721-46,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9-60,Zona 1,Ciudad Capital,Privado,62,77.59,21.03,32.26,85.48,12.90,27,,,35,14.52,19.48,38.71,1.61,5.19,3.23
00-01-7729-46,LICEO CLASICO DE COMPUTACION,4A. CALLE 5-52,Zona 1,Ciudad Capital,Privado,57,61.40,19.61,22.81,87.72,10.53,10,10,,37,37.93,38.33,45.61,5.17,3.33,12.28
00-01-7839-46,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,9A. CALLE 0-39,Zona 1,Ciudad Capital,Privado,102,46.00,18.52,30.39,84.31,10.78,17,,,85,27.38,20.00,25.49,1.19,1.74,0.98
00-01-7841-46,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,9A. CALLE 0-39,Zona 1,Ciudad Capital,Privado,2,100.00,19.00,0.00,100.00,0.00,2,,,,20.00,28.57,100.00,0.00,14.29,50.00
00-01-7911-46,LICEO CANADIENSE,11 CALLE 1-53,Zona 1,Ciudad Capital,Privado,115,23.01,17.53,13.04,83.48,14.78,36,,,79,52.00,55.38,60.00,15.00,15.38,15.65
00-01-7912-46,LICEO CANADIENSE,11 CALLE 1-53,Zona 1,Ciudad Capital,Privado,14,84.62,23.50,28.57,100.00,0.00,,,,14,37.04,52.94,28.57,0.00,8.82,14.29
00-01-8030-46,COLEGIO BILING�E ESPECIALIZADO EN COMPUTACI�N YULIMAY�PC,12 CALLE 4-17,Zona 1,Ciudad Capital,Privado,344,13.06,17.52,12.21,85.17,13.08,131,25,,188,48.82,45.28,50.29,7.99,12.13,13.95
00-01-8033-46,COLEGIO BILING�E ESPECIALIZADO EN COMPUTACI�N YULIMAY�PC,12 CALLE 4-17,Zona 1,Ciudad Capital,Privado,266,69.58,20.47,20.68,64.66,31.20,104,65,,97,22.09,26.10,31.58,3.07,3.52,4.51
00-01-8076-46,LICEO TECNICO INTEGRAL EN COMPUTACION Y TURISMO,9A. CALLE 3-25,Zona 1,Ciudad Capital,Privado,70,21.74,18.24,21.43,82.86,15.71,20,,,50,41.41,43.75,48.57,13.13,11.25,7.14
00-01-8087-46,LICEO TECNOLOGICO METROPOLITANO DE GUATEMALA,5A.AVENIDA 3-55,Zona 1,Ciudad Capital,Privado,27,37.04,19.15,7.41,74.07,25.93,27,,,,50.91,42.86,51.85,7.27,0.00,14.81
00-01-8101-46,LICEO TECNICO INTEGRAL EN COMPUTACION Y TURISMO,11 CALLE 10-55,Zona 1,Ciudad Capital,Privado,13,38.46,20.38,15.38,84.62,7.69,9,4,,,8.33,50.00,38.46,0.00,8.33,0.00
00-01-8209-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A.AVENIDA 18-23,Zona 1,Ciudad Capital,Privado,25,91.67,27.28,36.00,80.00,16.00,,,,25,15.00,22.58,20.00,5.00,25.81,0.00
00-01-8225-46,INSTITUTO PARTICULAR MIXTO DIURNO JOSE MARTI (POR MADUREZ),8A. CALLE 12-41,Zona 1,Ciudad Capital,Privado,12,75.00,21.75,33.33,75.00,25.00,,,,12,0.00,14.29,25.00,0.00,0.00,8.33
00-01-8270-46,ESCUELA NORMAL DE PARVULOS ADSCRITO AL I.N.C.A,1A. CALLE 2-64,Zona 1,Ciudad Capital,Oficial,71,5.80,18.94,19.72,90.14,9.86,,,71,,39.08,50.00,49.30,0.00,0.93,2.82
00-01-8299-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,Zona 1,Ciudad Capital,Privado,117,88.39,23.45,47.86,52.14,41.03,,,,117,15.86,10.29,15.38,0.69,2.86,0.85
00-01-8323-46,LICEO BILINGUE LA PUERTA,6A AVENIDA 2-34,Zona 1,Ciudad Capital,Privado,9,0.00,16.78,0.00,100.00,0.00,,,,9,50.00,100.00,77.78,0.00,0.00,11.11
00-01-8351-46,LICEO DE INFORMATICA Y CIENCIAS COMERCIALES (POR MADUREZ),4TA. AVE. 17-55,Zona 1,Ciudad Capital,Privado,14,78.57,26.57,50.00,100.00,0.00,,,,14,17.39,10.00,28.57,0.00,5.00,0.00
00-01-8352-46,LICEO DE INFORMATICA Y CIENCIAS COMERCIALES,4TA. AVE. 17-55,Zona 1,Ciudad Capital,Privado,27,61.54,19.63,51.85,74.07,25.93,12,6,,9,25.71,28.95,18.52,0.00,2.63,7.41
00-01-8379-46,ESCUELA NACIONAL CENTRAL DE FORMACION SECRETARIAL,12 AVENIDA 9-27,Zona 1,Ciudad Capital,Oficial,120,11.97,18.08,10.83,95.00,4.17,,120,,,24.56,39.50,49.17,1.75,1.68,5.00
00-01-8509-46,LICEO TECNICO INTEGRAL EN COMPUTACION Y TURISMO (POR MADUREZ),9A. CALLE 3-25,Zona 1,Ciudad Capital,Privado,14,71.43,24.71,14.29,64.29,28.57,,,,14,18.18,23.81,21.43,0.00,4.76,7.14
00-01-8511-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,9A. CALLE 0-44,Zona 1,Ciudad Capital,Privado,101,78.00,24.28,41.58,57.43,36.63,,,,101,7.22,13.29,17.82,0.52,0.70,1.98
00-01-8521-46,LICEO MONTECARLO,4A. AV. 2-28,Zona 1,Ciudad Capital,Privado,48,17.02,18.35,14.58,79.17,14.58,33,2,,13,49.09,44.78,50.00,1.82,5.97,14.58
00-01-8533-46,LICEO MONTE CARLO,5A. AVENIDA 4-36,Zona 1,Ciudad Capital,Privado,47,82.98,19.77,21.28,80.85,17.02,20,11,,16,17.74,37.78,29.79,0.00,13.33,4.26
00-01-8535-46,LICEO MONTE CARLO (POR MADUREZ),5A. AVENIDA 4-36,Zona 1,Ciudad Capital,Privado,45,61.36,20.87,24.44,82.22,13.33,,,,45,22.22,28.12,31.11,0.00,0.00,2.22
00-01-8599-46,"COLEGIO MIXTO ""INDO LATINO""",4A. AVENIDA 13-35,Zona 1,Ciudad Capital,Privado,9,22.22,17.44,0.00,66.67,22.22,6,,,3,14.29,50.00,33.33,0.00,0.00,0.00
00-01-8673-46,COLEGIO BILING�E ESPECIALIZADO EN COMPUTACI�N YULIMAY�PC (POR MADUREZ),12 CALLE 4-17,Zona 1,Ciudad Capital,Privado,108,82.08,23.92,37.04,77.78,19.44,,,,108,32.39,24.68,31.48,1.41,4.43,0.93
00-01-8838-46,LICEO REGIOMONTANO,9A. CALLE 2-64,Zona 1,Ciudad Capital,Privado,11,36.36,18.00,18.18,81.82,18.18,,,,11,N/D,N/D,36.36,N/D,N/D,0.00
00-01-8842-46,LICEO REGIOMONTANO,9A. CALLE 2-64,Zona 1,Ciudad Capital,Privado,21,76.19,24.38,33.33,100.00,0.00,,,,21,41.18,17.24,33.33,0.00,0.00,4.76
00-01-8844-46,CENTRO EDUCATIVO MONTENEVADO,3A. AV. 10-29,Zona 1,Ciudad Capital,Privado,33,36.36,18.33,21.21,100.00,0.00,11,,,22,27.59,34.09,30.30,3.45,6.82,6.06
00-01-8845-46,CENTRO EDUCATIVO MONTENEVADO,3A. AV. 10-29,Zona 1,Ciudad Capital,Privado,12,33.33,18.58,8.33,66.67,33.33,1,,,11,31.25,35.71,58.33,6.25,7.14,0.00
00-01-8938-46,LICEO CANADIENSE,11 CALLE 1-53,Zona 1,Ciudad Capital,Privado,71,74.65,20.73,28.17,74.65,22.54,41,14,,16,30.93,27.78,35.21,5.15,5.56,9.86
00-01-8969-46,LICEO JUAN MANTOVANI,12 CALLE 2-45,Zona 1,Ciudad Capital,Privado,85,13.25,17.79,14.12,92.94,4.71,34,5,,46,49.37,55.13,47.06,13.92,20.51,14.12
00-01-8971-46,LICEO JUAN MANTOVANI,12 CALLE 2-45,Zona 1,Ciudad Capital,Privado,67,72.73,21.19,32.84,77.61,16.42,39,12,,16,10.20,26.09,34.33,4.08,2.90,2.99
00-01-8977-46,COLEGIO SALVA TERRA (POR MADUREZ),2A. AVENIDA 14-60,Zona 1,Ciudad Capital,Privado,9,77.78,25.56,44.44,88.89,11.11,,,,9,27.27,23.08,22.22,0.00,0.00,0.00
00-01-8999-46,COLEGIO ACTIVO BILINGUE,3A. AVENIDA 11-53,Zona 1,Ciudad Capital,Privado,20,15.00,17.05,0.00,95.00,5.00,,,,20,63.16,82.14,100.00,26.32,46.43,55.00
00-01-9021-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,12AV. 13-25,Zona 1,Ciudad Capital,Privado,9,22.22,17.67,33.33,100.00,0.00,,,,9,42.11,21.43,22.22,0.00,0.00,0.00
00-01-9035-46,LICEO DE COMPUTACION SIGLO 21,12. AV. 13-67,Zona 1,Ciudad Capital,Privado,46,24.44,18.07,15.22,91.30,8.70,14,3,,29,53.12,38.89,32.61,3.12,11.11,8.70
00-01-9037-46,LICEO DE COMPUTACION SIGLO 21,12 AVENIDA. 13-67,Zona 1,Ciudad Capital,Privado,59,75.44,23.73,52.54,89.83,10.17,,,,59,30.56,19.05,23.73,0.00,0.00,0.00
00-01-9045-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,12 AVENIDA 13-25,Zona 1,Ciudad Capital,Privado,23,82.61,22.52,26.09,82.61,13.04,,,,23,21.74,22.92,34.78,0.00,0.00,4.35
00-01-9047-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,12 AVENIDA 13-25,Zona 1,Ciudad Capital,Privado,10,80.00,23.00,30.00,50.00,40.00,10,,,,42.86,23.08,10.00,0.00,7.69,10.00
00-01-9070-46,LICEO MIXTO CIENCIAS SECRETARIALES,4A. AVENIDA 4-12,Zona 1,Ciudad Capital,Privado,23,86.36,23.09,56.52,78.26,21.74,,,,23,12.00,30.43,21.74,0.00,13.04,0.00
00-01-9088-46,LICEO MIXTO EN COMPUTACION IXCHEL,5A. AV. 3-79,Zona 1,Ciudad Capital,Privado,15,73.33,22.07,60.00,60.00,40.00,,,,15,45.83,35.29,13.33,0.00,11.76,0.00
00-01-9116-46,CENTRO EDUCATIVO MIXTO MONTENEVADO,3A. AVENIDA 10-29,Zona 1,Ciudad Capital,Privado,3,33.33,22.00,0.00,66.67,33.33,3,,,,20.00,25.00,100.00,0.00,0.00,0.00
00-01-9168-46,COLEGIO TECNICO INDUSTRIAL LUIS CARDOZA Y ARAGON,5TA. CALLE 1-20 Y 1-34,Zona 1,Ciudad Capital,Privado,60,28.33,18.13,11.67,80.00,16.67,59,,,1,46.43,34.85,51.67,14.29,15.15,21.67
00-01-9170-46,COLEGIO VALVERDE,5A. CALLE 5-14,Zona 1,Ciudad Capital,Privado,74,81.69,20.04,29.73,72.97,24.32,60,14,,,23.66,21.74,22.97,1.08,3.26,2.70
00-01-9172-46,COLEGIO VALVERDE,5A. CALLE 5-14,Zona 1,Ciudad Capital,Privado,111,10.00,17.30,9.91,94.59,4.50,31,8,,72,40.00,43.65,53.15,5.22,7.14,10.81
00-01-9187-46,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,9A. CALLE 0-39,Zona 1,Ciudad Capital,Privado,36,86.11,25.50,30.56,97.22,2.78,,,,36,25.53,12.77,27.78,0.00,2.13,0.00
00-01-9208-46,LICEO DE INFORMATICA Y CIENCIAS COMERCIALES,4A. AVENIDA 17-55,Zona 1,Ciudad Capital,Privado,49,25.53,18.16,16.33,81.63,14.29,30,3,,16,41.67,45.95,51.02,16.67,8.11,8.16
00-01-9223-46,COLEGIO MIXTO EN COMPUTACION IMANOL,10AV. 1-22,Zona 1,Ciudad Capital,Privado,23,90.48,26.39,30.43,78.26,21.74,,,,23,23.08,30.16,39.13,3.85,1.59,8.70
00-01-9251-46,LICEO SAN FRANCISCO DE BORJA,8A. AV. 3-50,Zona 1,Ciudad Capital,Privado,5,0.00,17.00,0.00,100.00,0.00,1,,,4,40.00,50.00,80.00,10.00,16.67,0.00
00-01-9258-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED,5A. CALLE 10-22,Zona 1,Ciudad Capital,Privado,23,65.22,22.91,39.13,73.91,13.04,,,,23,23.53,28.57,17.39,0.00,3.57,0.00
00-01-9359-46,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,2A. CALLE 10-77,Zona 1,Ciudad Capital,Privado,24,73.91,20.42,37.50,75.00,25.00,6,5,,13,10.00,40.00,20.83,0.00,10.00,0.00
00-01-9360-46,COLEGIO MIXTO EN COMPUTACION IMANOL,10A. AVENIDA 1-22,Zona 1,Ciudad Capital,Privado,11,100.00,23.45,36.36,81.82,18.18,,,,11,0.00,17.65,0.00,0.00,0.00,0.00
00-01-9378-46,COLEGIO PRACTICO SECRETARIAL,4A. CALLE 0-35,Zona 1,Ciudad Capital,Privado,3,33.33,21.00,66.67,33.33,66.67,,,,3,3.64,0.00,0.00,0.00,0.00,0.00
00-01-9381-46,INSTITUTO MIXTO MIGUEL DE CERVANTES,2A. CALLE 9-81,Zona 1,Ciudad Capital,Privado,99,71.88,20.84,29.29,84.85,15.15,23,29,,47,24.00,9.68,24.24,4.00,1.61,4.04
00-01-9387-46,LICEO MIXTO CIENCIAS SECRETARIALES,4A. AV. 4-12,Zona 1,Ciudad Capital,Privado,36,61.11,23.03,22.22,86.11,13.89,10,26,,,36.36,35.14,50.00,6.06,5.41,2.78
