school_id,school_name,school_address,school_city,school_state,school_type,number_of_students,work_and_study,average_age,grade_retention,ethnicity_hispanic,ethnicity_gmayan,%_studying_accounting,%_studying_secretary,%_studying_teaching_edu,%_studying_university_prep,Linguistics_2017,Linguistics_2018,Linguistics_2019,Mathematics_2017,Mathematics_2018,Mathematics_2019
16-04-0049-46,INSTITUTO AKALTIC,0 CALLE B OC-150 ZONA 4,Tactic,Alta Verapaz,Privado,35,70.59,20.23,54.29,11.43,88.57,,,,35,3.45,13.43,11.43,3.45,4.48,0.00
16-04-0062-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CHIJACORRAL,Tactic,Alta Verapaz,Oficial,10,44.44,17.40,40.00,10.00,90.00,,,,10,33.33,50.00,50.00,13.33,6.25,10.00
16-04-0064-46,COLEGIO NUESTRA SE�ORA DE LA ASUNCI�N,2A. AVENIDA 02-053 ZONA DOS BARRIO ASUNCI�N,Tactic,Alta Verapaz,Privado,13,8.33,16.85,0.00,69.23,30.77,,,,13,100.00,80.00,53.85,0.00,40.00,15.38
16-04-0068-46,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,"CANT�N CHIJACORRAL ZONA 7, TACTIC",Tactic,Alta Verapaz,Privado,17,52.94,18.12,11.76,11.76,88.24,,,17,,N/D,42.11,52.94,N/D,0.00,5.88
16-04-1233-46,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,4A. AVENIDA 0 CALLE -176 ZONA 4,Tactic,Alta Verapaz,Privado,86,81.93,20.52,68.60,12.79,82.56,,,,86,6.82,15.91,9.30,0.00,1.14,0.00
16-04-1235-46,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,4A. AVENIDA 0 CALLE -176 ZONA 4,Tactic,Alta Verapaz,Privado,17,17.65,18.53,47.06,23.53,76.47,,,,17,20.00,21.43,23.53,6.67,0.00,17.65
16-04-2308-46,INSTITUTO AKALTIC,"O CALLE B OC-150, ZONA 4.",Tactic,Alta Verapaz,Privado,61,22.03,18.21,27.87,27.87,70.49,,,40,21,25.00,39.44,37.70,2.78,4.23,6.56
16-04-8321-46,INSTITUTO AKALTIC,0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC,Tactic,Alta Verapaz,Privado,13,30.77,20.62,46.15,0.00,92.31,13,,,,0.00,11.11,0.00,0.00,0.00,0.00
16-04-8322-46,COLEGIO PRIVADO MIXTO LA ENSE�ANZA,12 AV. 4-30 ZONA 3,Tactic,Alta Verapaz,Privado,121,25.21,18.29,31.40,14.05,85.12,104,,,17,26.53,30.21,34.71,2.04,7.29,9.09
16-04-9906-46,COLEGIO PRIVADO MIXTO LA ENSE�ANZA,12 AV. A 4-30 ZONA 3,Tactic,Alta Verapaz,Privado,33,21.21,18.09,12.12,27.27,72.73,,,33,,20.83,40.00,39.39,4.17,3.33,0.00
16-05-0017-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TAMAHU,Tamah�,Alta Verapaz,Oficial,25,36.00,17.92,40.00,4.00,92.00,,,,25,7.89,2.50,4.00,0.00,0.00,0.00
16-05-9091-46,INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE,BARRIO CENTRO,Tamah�,Alta Verapaz,Municipal,30,17.86,18.60,40.00,0.00,100.00,,,30,,15.62,22.58,20.00,0.00,6.45,0.00
16-06-0090-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,BARRIO EL CENTRO,San Miguel Tucur�,Alta Verapaz,Oficial,48,14.58,18.19,27.08,2.08,95.83,,,,48,N/D,1.75,2.08,N/D,0.00,0.00
16-06-2398-46,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR,CANTON LA PLAYA,San Miguel Tucur�,Alta Verapaz,Privado,139,29.32,19.51,31.65,6.47,92.09,,,139,,18.45,16.91,12.95,0.00,0.00,0.00
16-07-0117-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JUAN,Panz�s,Alta Verapaz,Oficial,30,16.67,18.87,40.00,3.33,96.67,17,,,13,23.53,0.00,3.33,0.00,0.00,0.00
16-07-0181-46,COLEGIO MIXTO MESOAMERICANO,"BARRIO EL CENTRO, ALDEA TELEM�N",Panz�s,Alta Verapaz,Privado,16,33.33,19.12,43.75,0.00,100.00,16,,,,N/D,13.33,6.25,N/D,0.00,0.00
16-07-0196-46,COLEGIO MIXTO VALLE DEL POLOCHIC,ALDEA PANZOS,Panz�s,Alta Verapaz,Privado,24,33.33,21.17,54.17,8.33,87.50,,,,24,N/D,N/D,0.00,N/D,N/D,0.00
16-07-0197-46,COLEGIO MIXTO VALLE DEL POLOCHIC,ALDEA TELEMAN,Panz�s,Alta Verapaz,Privado,16,46.67,19.94,68.75,0.00,100.00,,,,16,N/D,N/D,0.00,N/D,N/D,6.25
16-07-9103-46,CENTRO EDUCATIVO SAN MARTIN DE PORRES,,Panz�s,Alta Verapaz,Privado,40,54.05,19.47,40.00,0.00,95.00,,,40,,4.55,22.92,7.50,0.00,0.00,0.00
16-07-9639-46,INSTITUTO PRIVADO MIXTO PRIMARIA BILINGUE AJ KUTUNEL,BARRIO EL MAU,Panz�s,Alta Verapaz,Privado,28,3.57,18.71,42.86,14.29,85.71,,,28,,22.22,27.59,17.86,0.00,0.00,0.00
16-08-0183-46,CENTRO EDUCATIVO SAN MATEO,BARRIO SAN ANTONIO,Senah�,Alta Verapaz,Privado,17,41.18,17.35,41.18,5.88,88.24,,,,17,30.00,21.88,29.41,3.33,0.00,0.00
16-08-0199-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,COMUNIDAD LA MONTA�ESA,Senah�,Alta Verapaz,Oficial,7,0.00,19.14,0.00,0.00,100.00,7,,,,N/D,0.00,0.00,N/D,0.00,0.00
16-08-1583-46,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE NAUQ,BARRIO CENTRO,Senah�,Alta Verapaz,Privado,32,16.67,18.38,43.75,0.00,100.00,,,32,,17.86,18.42,3.12,0.00,0.00,0.00
16-09-0007-46,CENTRO EDUCATIVO NUEVA VIDA,ALDEA CHIQUIXJI,San Pedro Carch�,Alta Verapaz,Privado,28,33.33,20.54,46.43,7.14,92.86,12,,13,3,12.12,13.89,7.14,0.00,2.78,0.00
16-09-0386-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CAMPUR,San Pedro Carch�,Alta Verapaz,Oficial,29,24.14,17.79,44.83,0.00,100.00,,,,29,19.05,10.71,17.24,0.00,0.00,10.34
16-09-0717-46,INSTITUTO ADOLFO V. HALL DEL NORTE,"8A. CALLE 1-63, ZONA 4.",San Pedro Carch�,Alta Verapaz,Oficial,41,14.63,17.37,41.46,43.90,56.10,,,,41,11.32,31.25,39.02,1.89,4.17,17.07
16-09-0720-46,INSTITUTO TECNICO DIVERSIFICADO DE BACHILLERATO EN CONSTRUCCION,5A CALLE FINAL ZONA 1,San Pedro Carch�,Alta Verapaz,Oficial,50,12.24,17.66,14.00,24.00,76.00,,,,50,36.54,58.18,68.00,7.69,27.27,50.00
16-09-0748-46,LICEO INTERCULTURAL VERAPACENSE,"3A. AVENIDA 4-55 ZONA 5, RESIDENCIALES RAXPEC",San Pedro Carch�,Alta Verapaz,Privado,149,75.68,21.23,58.39,6.71,93.29,,,,149,4.11,2.90,4.03,0.68,0.00,0.00
16-09-0756-46,COLEGIO STHELLA DE HERNANDEZ,"DIAGONAL 2 10-73, ZONA 2",San Pedro Carch�,Alta Verapaz,Privado,104,20.79,18.05,37.50,14.42,84.62,22,,15,67,10.77,18.28,23.08,1.54,1.08,3.85
16-09-0760-46,LICEO INTERCULTURAL VERAPACENSE,"3A AVENIDA 4-55 ZONA 5, RESIDENCIALES RAXPEC",San Pedro Carch�,Alta Verapaz,Privado,57,60.00,19.74,40.35,3.51,96.49,23,34,,,0.00,0.00,1.75,0.00,0.00,0.00
16-09-0796-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CAQUIGUAL,San Pedro Carch�,Alta Verapaz,Oficial,9,12.50,17.11,33.33,0.00,100.00,,,,9,0.00,18.18,0.00,0.00,0.00,0.00
16-09-0812-46,COLEGIO STHELLA DE HERN�NDEZ,"DIAGONAL 2 10-73 ZONA 2, BARRIO SAN PABLO",San Pedro Carch�,Alta Verapaz,Privado,9,0.00,18.22,44.44,44.44,55.56,,,9,,N/D,68.75,33.33,N/D,25.00,0.00
16-09-0829-46,"INSTITUTO DE EDUCACI�N B�SICA BILINGUE INTERCULTURAL ""LA TRINIDAD""","2A. CALLE 3-24 ZONA 7, COLONIA SANTO DOMINGO",San Pedro Carch�,Alta Verapaz,Privado,5,75.00,18.20,20.00,40.00,60.00,,,,5,N/D,N/D,40.00,N/D,N/D,0.00
16-09-1574-46,CENTRO EDUCATIVO PARTICULAR DON BOSCO,ALDEA TZACANIHA,San Pedro Carch�,Alta Verapaz,Privado,238,0.44,18.24,48.32,0.42,99.58,,,,238,0.00,5.00,13.03,1.27,5.00,20.17
16-09-6450-46,CENTRO EDUCATIVO PRIVADO TALITA KUMI,COLONIA LA TRINIDAD CHIPATI KM. 218,San Pedro Carch�,Alta Verapaz,Privado,295,16.44,18.90,50.17,2.03,96.95,,,111,184,4.24,4.86,11.53,1.27,0.81,1.36
16-09-9258-46,"COLEGIO ""STHELLA DE HERNANDEZ""",DIAGONAL 2 10-73 ZONA 2 BARRIO SAN PABLO,San Pedro Carch�,Alta Verapaz,Privado,65,50.77,18.77,41.54,0.00,100.00,36,2,12,15,8.57,12.70,7.69,0.00,1.59,4.62
16-09-9259-46,"COLEGIO ""STHELLA DE HERNANDEZ""",DIAGONAL 2 10-73 ZONA 2 BARRIO SAN PABLO,San Pedro Carch�,Alta Verapaz,Privado,186,70.72,19.84,49.46,3.76,93.55,48,20,,118,8.00,6.94,5.38,0.67,1.73,0.54
16-10-0053-46,COLEGIO SAN FRANCISCO JAVIER DE LA VERAPAZ,KILOMETRO 218.5 SEDE REGIONAL UNIVERSIDAD RAFAEL LANDIVAR,San Juan Chamelco,Alta Verapaz,Privado,30,3.33,16.57,0.00,90.00,10.00,,,,30,94.44,84.38,90.00,55.56,53.12,40.00
16-10-0062-46,COLEGIO PARTICULAR MIXTO KAIROS,0 AVENIDA 1A. CALLE NO. 002 ZONA 4 BARRIO SANTO DOMINGO,San Juan Chamelco,Alta Verapaz,Privado,35,60.00,19.69,57.14,11.43,80.00,,,,35,7.14,9.43,8.57,0.00,3.77,2.86
16-10-0063-46,COLEGIO PARTICULAR MIXTO KAIROS,0 AVENIDA 1A CALLE NO. 002 ZONA 4 BARRIO SANTO DOMINGO,San Juan Chamelco,Alta Verapaz,Privado,27,48.15,18.85,37.04,3.70,92.59,19,,,8,17.39,15.62,18.52,4.35,0.00,11.11
16-10-0064-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,"2A. AVENIDA 7-66 ZONA DOS, BARRIO SANTA ANA ORIENTAL",San Juan Chamelco,Alta Verapaz,Oficial,29,7.69,18.45,27.59,13.79,82.76,,,25,4,40.00,27.03,44.83,0.00,5.41,10.34
16-10-0065-46,LICEO GUATEMALTECO VERAPACENSE,BARRIO RESURRECCI�N,San Juan Chamelco,Alta Verapaz,Privado,8,0.00,19.88,62.50,12.50,87.50,8,,,,36.36,0.00,0.00,0.00,0.00,0.00
16-10-0072-46,COLEGIO PARTICULAR MIXTO KAIROS,1ERA. CALLE 0-02 ZONA 4,San Juan Chamelco,Alta Verapaz,Privado,8,75.00,19.50,50.00,0.00,75.00,,,,8,N/D,N/D,12.50,N/D,N/D,12.50
16-10-1400-46,INSTITUTO TECNICO EXPERIMENTAL EN RECURSOS NATURALES -ITERN-,FINCA MUNICIPAL CHIPAR,San Juan Chamelco,Alta Verapaz,Privado,108,13.08,18.59,37.96,17.59,81.48,108,,,,16.85,20.27,31.48,3.37,0.68,3.70
16-10-9601-46,CENTRO EDUCATIVO MENONITA Q EQCHI BEZALEEL,,San Juan Chamelco,Alta Verapaz,Privado,18,47.06,19.11,27.78,0.00,88.89,18,,,,8.33,0.00,11.11,0.00,0.00,0.00
16-11-0003-46,"INSTITUTO MIXTO PRIVADO ""FRANCISCO OSWALDO REYES NARCISO""",BARRIO SAN NICOLAS,Lanqu�n,Alta Verapaz,Privado,38,45.95,18.53,50.00,2.63,94.74,,,,38,2.78,4.00,0.00,0.00,0.00,0.00
16-11-0027-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN NICOLAS,Lanqu�n,Alta Verapaz,Oficial,13,33.33,18.15,61.54,0.00,100.00,,,,13,N/D,5.88,0.00,N/D,0.00,0.00
16-11-9092-46,INSTITUTO MIXTO PRIVADO DE MAGISTERIO BILINGUE,CABECERA,Lanqu�n,Alta Verapaz,Privado,19,21.05,19.84,36.84,5.26,94.74,,,19,,18.18,0.00,0.00,0.00,0.00,0.00
16-12-0113-46,CENTRO DE ESTUDIOS PREUNIVERSITARIOS CAHABON -CEPREC-,BARRIO SAN PABLO,Santa Mar�a Cahab�n,Alta Verapaz,Privado,57,38.46,18.91,49.12,3.51,94.74,24,9,19,5,17.65,5.08,12.28,0.00,0.00,0.00
16-12-0125-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CENTRO,Santa Mar�a Cahab�n,Alta Verapaz,Oficial,14,28.57,18.29,42.86,7.14,92.86,,,,14,0.00,4.17,7.14,0.00,0.00,0.00
16-12-0182-46,INSTITUTO AGROECOL�GICO DE EDUCACI�N FRAY DOMINGO DE VICO,BARRIO SAN PEDRO,Santa Mar�a Cahab�n,Alta Verapaz,Privado,35,17.65,19.69,45.71,14.29,80.00,35,,,,N/D,N/D,22.86,N/D,N/D,8.57
16-12-0189-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA PINARES,Santa Mar�a Cahab�n,Alta Verapaz,Oficial,26,64.00,19.65,84.62,0.00,96.15,,,,26,N/D,0.00,3.85,N/D,0.00,0.00
16-12-0192-46,CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHAB�N -CEPREC-,BARRIO SAN PABLO,Santa Mar�a Cahab�n,Alta Verapaz,Privado,17,58.82,18.82,47.06,0.00,100.00,17,,,,N/D,0.00,11.76,N/D,0.00,0.00
16-12-1612-46,LICEO SANTA MARIA,BARRIO SAN PABLO,Santa Mar�a Cahab�n,Alta Verapaz,Privado,34,84.85,20.47,64.71,0.00,100.00,,,,34,17.39,4.00,0.00,0.00,0.00,0.00
16-12-9214-46,INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE SEPOC,,Santa Mar�a Cahab�n,Alta Verapaz,Municipal,10,33.33,19.40,50.00,0.00,100.00,,,10,,28.57,0.00,0.00,0.00,0.00,0.00
16-12-9215-46,INSTITUTO PARTICULAR RICARDO ARJONA,BARRIO SAN JUAN,Santa Mar�a Cahab�n,Alta Verapaz,Privado,57,17.86,18.75,43.86,8.77,89.47,,,57,,37.74,41.67,35.09,3.77,1.67,1.75
16-13-0225-46,LICEO MIXTO EN COMPUTACION DEL NORTE,"1A. CALLE Y 2A. AVENIDA LOTE 204, BARRIO EL CENTRO",Chisec,Alta Verapaz,Privado,31,37.93,19.48,48.39,9.68,87.10,18,13,,,8.89,0.00,6.45,0.00,0.00,0.00
16-13-0226-46,LICEO MIXTO EN COMPUTACION DEL NORTE,"1A. CALLE Y 2A. AVENIDA LOTE 204, BARRIO EL CENTRO",Chisec,Alta Verapaz,Privado,12,72.73,20.75,83.33,16.67,83.33,,,,12,10.00,0.00,16.67,0.00,0.00,0.00
16-13-0228-46,COLEGIO CRISTIANO GALILEA,PARCELA NO. 1 COMUNIDAD SAN SIMON NO. II,Chisec,Alta Verapaz,Privado,41,35.00,18.51,26.83,24.39,75.61,29,,,12,27.27,36.67,48.78,4.55,13.33,12.20
16-13-0240-46,"LICEO MIXTO PRIVADO ""SENDEROS PARA LA VIDA""",BARRIO LA FLORIDA,Chisec,Alta Verapaz,Privado,41,46.15,19.32,48.78,21.95,78.05,10,8,,23,6.90,5.97,2.44,0.00,0.00,0.00
16-13-0249-46,INSTITUTO MIXTO DE EDUCACI�N FORTALEZA DEL FUTURO -INMEFF-,ALDEA CHIQUIBUL,Chisec,Alta Verapaz,Privado,13,41.67,17.46,53.85,7.69,92.31,,,,13,N/D,7.14,23.08,N/D,0.00,0.00
16-13-9612-46,ESCUELA NORMAL BILINGUE INTERCULTURAL,BARRIO LA FLORIDA,Chisec,Alta Verapaz,Oficial,51,31.25,19.20,37.25,1.96,98.04,,,50,1,14.71,15.25,19.61,10.29,5.08,9.80
16-14-0054-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CENTRO,Chahal,Alta Verapaz,Oficial,20,22.22,17.80,50.00,5.00,95.00,,,,20,6.67,3.70,0.00,0.00,0.00,0.00
16-14-1719-46,INSTITUTO TECNICO VOCACIONAL SAN AGUSTIN,ALDEA SAN AGUSTIN CHAHAL VIEJO,Chahal,Alta Verapaz,Privado,64,34.38,18.86,59.38,9.38,90.62,31,,21,12,17.78,12.31,12.50,1.11,4.62,0.00
16-15-0096-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASCO URBANO,Fray Bartolom� de las Casas,Alta Verapaz,Oficial,47,6.67,18.66,46.81,21.28,76.60,,,22,25,11.76,14.29,6.38,0.00,4.76,2.13
16-15-0127-46,"COLEGIO PARTICULAR MIXTO ""FRAY BARTOLOME DE LAS CASAS""",CALLE PRINCIPAL 5-81 ZONA 1,Fray Bartolom� de las Casas,Alta Verapaz,Privado,24,27.27,18.25,29.17,33.33,66.67,13,,,11,35.29,14.29,20.83,5.88,0.00,12.50
16-15-0128-46,"COLEGIO PARTICULAR MIXTO ""EL EXITO""",CALLE PRINCIPAL DEL BARRIO EL CENTRO,Fray Bartolom� de las Casas,Alta Verapaz,Privado,80,27.27,18.74,50.00,30.00,68.75,71,,5,4,26.92,23.64,13.75,1.28,1.82,1.25
16-15-0130-46,"LICEO TECNOLOGICO ""JOSE DE JESUS""",1RA. CALLE 13-18 ZONA 2,Fray Bartolom� de las Casas,Alta Verapaz,Privado,13,23.08,20.54,30.77,30.77,69.23,9,,,4,15.79,11.11,15.38,0.00,5.56,23.08
16-15-0156-46,INSTITUTO MIXTO DE EDUCACI�N BILINGUE INTERCULTURAL,ANTIGUA CASA CAMPESINA INTA ZONA 2,Fray Bartolom� de las Casas,Alta Verapaz,Privado,26,29.17,23.77,46.15,34.62,65.38,,,26,,7.14,4.00,7.69,0.00,0.00,0.00
16-15-0157-46,CENTRO DE PROMOCI�N FEMENINA RATZUM KICHE,ALDEA BOLONC�,Fray Bartolom� de las Casas,Alta Verapaz,Privado,16,0.00,17.50,68.75,25.00,75.00,,,,16,25.00,7.69,18.75,16.67,7.69,6.25
16-15-0164-46,COLEGIO PARTICULAR MIXTO EL �XITO,"CALLE DEL CAMPO LOTE 287, BARRIO EL CENTRO",Fray Bartolom� de las Casas,Alta Verapaz,Privado,16,68.75,20.12,50.00,0.00,100.00,16,,,,N/D,12.50,6.25,N/D,0.00,0.00
16-15-1474-46,LICEO TECNOLOGICO JOSE DE JESUS,1A. CALLE 13-18 ZONA 2 FRAY BARTOLOME DE LAS CASAS,Fray Bartolom� de las Casas,Alta Verapaz,Privado,44,16.28,19.30,50.00,20.45,79.55,44,,,,35.00,25.00,9.09,0.00,5.77,22.73
16-15-2330-46,INSTITUTO MIXTO PRIVADO DE MAGISTERIO BILINGUE,BARRIO MAGISTERIO,Fray Bartolom� de las Casas,Alta Verapaz,Privado,23,13.04,18.39,47.83,21.74,78.26,,,11,12,17.86,24.00,21.74,10.71,0.00,21.74
16-16-0049-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASCO URBANO,Santa Catarina La Tinta,Alta Verapaz,Oficial,114,32.14,17.88,48.25,5.26,94.74,,,,114,4.85,3.38,0.00,1.94,0.68,0.00
16-16-0109-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA JOLOMIJIXITO III,Santa Catarina La Tinta,Alta Verapaz,Oficial,15,40.00,21.13,66.67,0.00,93.33,15,,,,N/D,N/D,0.00,N/D,N/D,0.00
16-16-0110-46,COLEGIO PRIVADO MIXTO SANTA CATALINA,BARRIO EL CENTRO,Santa Catarina La Tinta,Alta Verapaz,Privado,28,66.67,21.32,53.57,10.71,82.14,10,18,,,N/D,N/D,3.57,N/D,N/D,0.00
16-16-0112-46,COLEGIO PARTICULAR MIXTO TINTECO MAR�A TERESA,"ZONA 8, BARRIO EL RECREO",Santa Catarina La Tinta,Alta Verapaz,Privado,1,100.00,17.00,0.00,0.00,100.00,1,,,,N/D,N/D,100.00,N/D,N/D,0.00
16-16-0118-46,COLEGIO PRIVADO MIXTO SANTA CATALINA,BARRIO EL CENTRO,Santa Catarina La Tinta,Alta Verapaz,Privado,7,85.71,22.14,57.14,0.00,71.43,,,,7,N/D,N/D,0.00,N/D,N/D,0.00
16-16-8541-46,INSTITUTO MIXTO PRIVADO EL PORVENIR,BARRIO EL CENTRO ZONA 1,Santa Catarina La Tinta,Alta Verapaz,Privado,56,32.73,18.79,33.93,3.57,92.86,,,56,,4.76,24.39,14.29,0.00,0.00,0.00
16-17-0066-46,"INSTITUTO MIXTO DE MAGISTERIO BILINGUE ""SAN ANTONIO DE PADUA""",BARRIO SANTA MARIA,Raxruh�,Alta Verapaz,Privado,35,41.18,19.00,51.43,28.57,71.43,18,,17,,3.70,12.20,11.43,0.00,0.00,0.00
16-17-0115-46,LICEO SAN JOSE LA PRIMAVERA,ALDEA SAN JOSE EL TESORO,Raxruh�,Alta Verapaz,Privado,9,12.50,18.33,44.44,55.56,44.44,9,,,,33.33,16.67,22.22,16.67,0.00,0.00
16-17-0118-46,COLEGIO SAN ANTONIO DE PADUA,BARRIO SANTA MARIA,Raxruh�,Alta Verapaz,Privado,19,77.78,20.21,52.63,31.58,68.42,19,,,,4.35,41.67,0.00,0.00,8.33,0.00
16-17-0123-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CONCEPCION,Raxruh�,Alta Verapaz,Oficial,53,33.96,18.87,45.28,33.96,66.04,34,5,,14,5.97,9.72,16.98,0.00,0.00,1.89
17-01-0064-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA IXLU,Flores,Pet�n,Oficial,74,31.94,18.26,40.54,94.59,4.05,34,,,40,25.32,25.00,28.38,2.53,3.95,8.11
17-01-0081-46,COLEGIO DE EDUCACION MEDIA SAN ISIDRO,ALDEA IXLU,Flores,Pet�n,Privado,10,80.00,18.80,60.00,100.00,0.00,5,,,5,16.67,5.56,30.00,0.00,5.56,0.00
17-01-0091-46,COLEGIO CRISTIANO EL-HASHAMAYIM,"7A. AVENIDA 1-65 ZONA 2, SANTA ELENA DE LA CRUZ",Flores,Pet�n,Privado,95,11.58,17.85,14.74,97.89,1.05,49,,25,21,44.94,26.42,42.11,4.49,1.89,16.84
17-01-0106-46,"INSTITUTO TECNICO DE EDUCACION MEDIA DE PETEN ""ITEMP""",6TA. AVE. ENTRE 3RA. Y 4TA. CALLE ZONA 1,Flores,Pet�n,Oficial,22,23.81,17.64,31.82,90.91,9.09,,,,22,28.00,50.00,63.64,4.00,2.78,13.64
17-01-0110-46,"CENTRO EDUCATIVO CRISTIANO ""GENESIS""",ALDEA PAXCAMAN,Flores,Pet�n,Privado,11,45.45,18.00,9.09,100.00,0.00,11,,,,12.50,15.38,27.27,0.00,7.69,9.09
17-01-0123-46,"CENTRO EDUCATIVO CRISTIANO ""GENESIS""",ALDEA PAXCAMAN,Flores,Pet�n,Privado,20,84.21,25.75,35.00,50.00,40.00,,,,20,0.00,0.00,0.00,0.00,0.00,0.00
17-01-0128-46,INSTITUTO COMERCIAL VILLA CONCEPCION,"1RA.AV.2DA.CALLE ZONA 2, BARRIIO VILLA CONCEPCI�N",Flores,Pet�n,Privado,17,28.57,18.29,47.06,88.24,5.88,5,,12,,37.84,30.77,29.41,0.00,0.00,0.00
17-01-0130-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO.,SANTA ELENA,Flores,Pet�n,Privado,46,79.55,21.85,41.30,89.13,8.70,,,,46,8.77,16.95,19.57,3.51,0.00,0.00
17-01-0136-46,INSTITUTO TECNOLOGICO HOWARD W. HUNTER,,Flores,Pet�n,Privado,21,4.76,17.67,14.29,100.00,0.00,21,,,,N/D,N/D,80.95,N/D,N/D,47.62
17-01-0142-46,COLEGIO DE EDUCACION MEDIA SAN ISIDRO,ALDEA IXLU,Flores,Pet�n,Privado,5,100.00,21.80,100.00,100.00,0.00,,,,5,N/D,N/D,0.00,N/D,N/D,0.00
17-01-0485-46,ESCUELA NORMAL RURAL NO. 5 PROFESOR JULIO EDMUNDO ROSADO PINELO,BARRIO SANTA ELENA,Flores,Pet�n,Oficial,158,15.89,17.15,5.06,97.47,1.90,,,66,92,62.86,69.87,62.66,9.05,8.97,15.82
17-01-0511-46,COLEGIO MIXTO DE EDUCACION MEDIA CON ORIENTACION UNIVERSITARIA,SANTA ELENA,Flores,Pet�n,Privado,21,10.00,18.00,19.05,95.24,4.76,21,,,,36.59,22.86,47.62,0.00,0.00,4.76
17-01-1049-46,LICEO MAYA,"3A. AV. 1-77 ZONA 1, SANTA ELENA",Flores,Pet�n,Privado,20,5.00,17.90,25.00,95.00,5.00,20,,,,54.55,51.52,45.00,4.55,0.00,0.00
17-01-1119-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,,Flores,Pet�n,Privado,47,59.09,19.89,27.66,82.98,17.02,42,5,,,3.45,19.15,17.02,0.00,0.00,8.51
17-01-2434-46,LICEO MODERNO EN COMPUTACION (LIMCO),CALZADA VIRGILIO RODRIGUEZ MACAL 6-40,Flores,Pet�n,Privado,65,15.62,17.03,20.00,90.77,6.15,26,,,39,51.11,31.88,35.38,6.67,5.80,13.85
17-01-3414-46,COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN (CIEPP),,Flores,Pet�n,Privado,13,7.69,18.46,38.46,100.00,0.00,13,,,,75.00,28.57,15.38,0.00,0.00,0.00
17-01-3447-46,ESCUELA NORMAL DE EDUCACION FISICA,COMPLEJO DEPORTIVO MAYA,Flores,Pet�n,Oficial,8,0.00,17.50,25.00,75.00,25.00,,,,8,53.33,33.33,50.00,0.00,0.00,0.00
17-01-3821-46,CENTRO EDUCATIVO MODELO,COLONIA MODELO,Flores,Pet�n,Privado,16,86.67,23.44,43.75,100.00,0.00,,,,16,6.25,14.29,6.25,0.00,0.00,0.00
17-01-3949-46,INSTITUTO TECNOLOGICO HOWARD W. HUNTER,SANTA ELENA PETEN,Flores,Pet�n,Privado,54,15.09,17.33,22.22,98.15,1.85,29,,,25,63.86,62.50,68.52,20.48,26.92,33.33
17-01-3993-46,CENTRO EDUCATIVO PETEN-CEP-,SANTA ELENA DE LA CRUZ,Flores,Pet�n,Privado,81,12.35,16.91,3.70,96.30,1.23,19,,,62,65.28,76.77,72.84,25.00,18.18,18.52
17-01-3998-46,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,4A. AV. Y 3A. CALLE ZONA 2,Flores,Pet�n,Privado,33,90.32,22.61,60.61,87.88,9.09,,,,33,11.11,16.36,24.24,0.00,1.82,0.00
17-01-4075-46,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,4A. AVENIDA 3A. CALLE ZONA 2 SANTA ELENA,Flores,Pet�n,Privado,38,78.38,20.24,50.00,84.21,13.16,29,9,,,6.67,19.23,5.26,0.00,3.85,0.00
